	0.01665	0.033283	0.049917	0.066567	0.0832	0.09985	0.116483	0.133117	0.149767	0.1664	0.18305	0.199683	0.216317	0.232967	0.2496	0.26625	0.282883	0.299517	0.316167	0.3328	0.34945	0.366083	0.382717	0.399367	0.416	0.43265	0.449283	0.465917	0.482567	0.4992	0.515833	0.532483	0.549117	0.565767	0.5824	0.599033	0.615683	0.632317	0.648967	0.6656	0.682233	0.698883	0.715517	0.732167	0.7488	0.765433	0.782083	0.798717	0.815367	0.832	0.848633	0.865283	0.881917	0.898567	0.9152	0.931833	0.948483	0.965117	0.981767	0.9984	1.015033	1.031683	1.048317	1.064967	1.0816	1.098233	1.114883	1.131517	1.148167	1.1648	1.181433	1.198083	1.214717	1.23135	1.248	1.264633	1.281283	1.297917	1.31455	1.3312	1.347833	1.364483	1.381117	1.39775	1.4144	1.431033	1.447683	1.464317	1.48095	1.4976	1.514233	1.530883	1.547517	1.56415	1.5808	1.597433	1.614083	1.630717	1.64735	1.664	1.680633	1.697283	1.713917	1.73055	1.7472	1.763833	1.780483	1.797117	1.81375	1.8304	1.847033	1.863683	1.880317	1.89695	1.9136	1.930233	1.946867	1.963517	1.98015	1.9968	2.013433	2.030067	2.046717	2.06335	2.08	2.096633	2.113267	2.129917	2.14655	2.1632	2.179833	2.196467	2.213117	2.22975	2.2464	2.263033	2.279667	2.296317	2.31295	2.3296	2.346233	2.362867	2.379517	2.39615	2.4128	2.429433	2.446067	2.462717	2.47935	2.496	2.512633	2.529267	2.545917	2.56255	2.5792	2.595833	2.612467	2.629117	2.64575	2.662383	2.679033	2.695667	2.712317	2.72895	2.745583	2.762233	2.778867	2.795517	2.81215	2.828783	2.845433	2.862067	2.878717	2.89535	2.911983	2.928633	2.945267	2.961917	2.97855	2.995183	3.011833	3.028467	3.045117	3.06175	3.078383	3.095033	3.111667	3.128317	3.14495	3.161583	3.178233	3.194867	3.211517	3.22815	3.244783	3.261433	3.278067	3.2947	3.31135	3.327983	3.344633	3.361267	3.3779	3.39455	3.411183	3.427833	3.444467	3.4611	3.47775	3.494383	3.511033	3.527667	3.5443	3.56095	3.577583	3.594233	3.610867	3.6275	3.64415	3.660783	3.677433	3.694067	3.7107	3.72735	3.743983	3.760633	3.777267	3.7939	3.81055	3.827183	3.843833	3.860467	3.8771	3.89375	3.910383	3.927033	3.943667	3.9603	3.97695	3.993583	4.010217	4.026867	4.0435	4.06015	4.076783	4.093417	4.110067	4.1267	4.14335	4.159983	4.176617	4.193267	4.2099	4.22655	4.243183	4.259817	4.276467	4.2931	4.30975	4.326383	4.343017	4.359667	4.3763	4.39295	4.409583	4.426217	4.442867	4.4595	4.47615	4.492783	4.509417	4.526067	4.5427	4.55935	4.575983	4.592617	4.609267	4.6259	4.64255	4.659183	4.675817	4.692467	4.7091	4.725733	4.742383	4.759017	4.775667	4.7923	4.808933	4.825583	4.842217	4.858867	4.8755	4.892133	4.908783	4.925417	4.942067	4.9587	4.975333	4.991983	5.008617	5.025267	5.0419	5.058533	5.075183	5.091817	5.108467	5.1251	5.141733	5.158383	5.175017	5.191667	5.2083	5.224933	5.241583	5.258217
940.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	961.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	961.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	961.5	0	0	0	0	0	0	0	0	961.5	0	0	0	0	0	0	0	0	0	0	0	0	961.5	0	0	0	0	961.5	0	0	961.5	961.5	0	0	0	0	0	961.5	0	0	0	0	1923.1	0	0	0	961.5	0	0	0	0	0	1923.1	961.5	0	0	0	0	0	961.5	0	961.5	0	0	0	0	0	0	961.5	961.5	0	0	0	0	0	0	1923.1	0	0	0	0	1923.1	961.5	3846.2	961.5	961.5	961.5	961.5	0	961.5	961.5	0	0	3846.2	0	961.5	0	961.5	0	1923.1	1923.1	961.5	0	2884.6	961.5	3846.2	2884.6	961.5	2884.6	2884.6	0	961.5	0	961.5	0	961.5	961.5	961.5	1923.1	0	0	0	0	1923.1	0	2884.6	0	0	0	0	961.5	3846.2	3846.2	961.5	1923.1	961.5	961.5	1923.1	961.5	961.5	961.5	1923.1	1923.1	1923.1	0	3846.2	1923.1	0	2884.6	0	2884.6	0	0	3846.2	0	961.5	2884.6	961.5	1923.1	0	2884.6	961.5	2884.6	1923.1	961.5	2884.6	961.5	3846.2	3846.2	961.5	961.5	2884.6	3846.2	961.5	0	961.5	961.5	1923.1	961.5	961.5	961.5	0	2884.6	1923.1	961.5	2884.6	0	4807.7	1923.1	1923.1	1923.1	961.5	1923.1	3846.2	1923.1	961.5	0	3846.2	1923.1	2884.6	961.5	961.5	0	0	961.5	1923.1	2884.6	3846.2	961.5	2884.6	0
941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	961.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	961.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	961.5	0	0	0	961.5	0	0	0	0	0	0	0	961.5	0	0	0	0	0	0	0	0	0	961.5	0	961.5	0	0	0	0	961.5	0	0	961.5	0	0	0	0	1923.1	0	961.5	0	0	0	0	0	0	0	961.5	961.5	0	0	0	0	0	961.5	0	961.5	0	0	0	0	0	0	0	961.5	0	0	0	961.5	0	0	2884.6	0	0	0	0	961.5	961.5	4807.7	1923.1	961.5	961.5	2884.6	0	0	961.5	0	0	2884.6	961.5	0	0	1923.1	961.5	961.5	961.5	961.5	0	2884.6	0	2884.6	2884.6	1923.1	1923.1	2884.6	0	961.5	0	1923.1	0	0	0	1923.1	961.5	0	961.5	0	1923.1	1923.1	0	3846.2	0	0	961.5	0	961.5	2884.6	1923.1	961.5	961.5	961.5	0	1923.1	1923.1	961.5	0	0	1923.1	961.5	0	2884.6	1923.1	961.5	2884.6	0	1923.1	0	1923.1	2884.6	961.5	1923.1	1923.1	1923.1	1923.1	0	2884.6	961.5	1923.1	1923.1	961.5	4807.7	1923.1	4807.7	4807.7	961.5	961.5	961.5	3846.2	1923.1	961.5	0	0	2884.6	1923.1	961.5	1923.1	0	5769.2	1923.1	961.5	3846.2	0	3846.2	961.5	2884.6	2884.6	961.5	3846.2	2884.6	0	0	0	5769.2	1923.1	4807.7	961.5	2884.6	0	0	1923.1	0	1923.1	3846.2	0	3846.2	0
941.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	961.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	961.5	0	0	0	961.5	0	0	0	0	0	0	0	961.5	0	0	0	0	0	0	0	0	0	0	0	961.5	0	0	0	0	961.5	0	0	0	0	0	0	0	961.5	0	961.5	961.5	0	0	0	961.5	0	0	0	0	0	0	0	0	0	961.5	0	0	0	0	0	0	0	0	0	0	0	0	0	961.5	0	0	3846.2	0	0	0	0	0	961.5	4807.7	1923.1	0	0	3846.2	961.5	0	961.5	0	0	961.5	1923.1	0	961.5	1923.1	1923.1	961.5	0	0	1923.1	2884.6	0	961.5	2884.6	1923.1	0	1923.1	961.5	0	0	1923.1	961.5	0	0	1923.1	1923.1	0	1923.1	961.5	1923.1	961.5	0	3846.2	0	961.5	1923.1	2884.6	961.5	1923.1	961.5	961.5	0	961.5	961.5	2884.6	1923.1	1923.1	0	0	961.5	0	961.5	1923.1	1923.1	2884.6	2884.6	961.5	961.5	0	1923.1	1923.1	961.5	2884.6	1923.1	1923.1	1923.1	961.5	2884.6	961.5	1923.1	1923.1	1923.1	5769.2	1923.1	3846.2	3846.2	961.5	961.5	0	2884.6	1923.1	1923.1	0	0	2884.6	1923.1	961.5	3846.2	1923.1	6730.8	961.5	961.5	3846.2	0	2884.6	0	3846.2	2884.6	0	3846.2	2884.6	0	0	961.5	5769.2	1923.1	6730.8	961.5	3846.2	0	0	3846.2	0	961.5	2884.6	0	3846.2	961.5
941.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	961.5	0	0	961.5	0	0	0	0	0	0	0	0	961.5	0	0	0	0	0	0	0	0	0	0	0	961.5	0	0	0	0	961.5	0	0	0	0	0	0	0	0	0	0	961.5	961.5	0	0	961.5	0	0	0	0	0	0	0	0	0	1923.1	0	961.5	0	0	0	961.5	0	0	0	0	0	0	0	1923.1	0	0	2884.6	0	0	0	0	0	1923.1	3846.2	961.5	0	0	2884.6	0	0	961.5	0	961.5	0	1923.1	961.5	961.5	1923.1	2884.6	961.5	0	0	3846.2	2884.6	0	0	2884.6	961.5	0	961.5	1923.1	0	0	961.5	1923.1	0	0	1923.1	1923.1	0	1923.1	961.5	2884.6	1923.1	961.5	2884.6	1923.1	961.5	1923.1	3846.2	0	961.5	1923.1	961.5	961.5	961.5	961.5	2884.6	2884.6	1923.1	961.5	0	1923.1	961.5	1923.1	961.5	2884.6	1923.1	1923.1	2884.6	0	961.5	961.5	961.5	1923.1	3846.2	961.5	2884.6	2884.6	1923.1	2884.6	961.5	1923.1	1923.1	1923.1	4807.7	1923.1	1923.1	2884.6	1923.1	0	0	961.5	961.5	961.5	0	961.5	1923.1	1923.1	1923.1	3846.2	3846.2	6730.8	961.5	0	2884.6	0	961.5	0	3846.2	2884.6	0	2884.6	1923.1	961.5	0	1923.1	5769.2	961.5	5769.2	961.5	4807.7	0	0	2884.6	0	1923.1	1923.1	0	2884.6	961.5
941.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	961.5	0	0	1923.1	0	0	0	0	0	0	0	0	961.5	0	0	0	0	0	0	961.5	0	0	0	0	961.5	0	0	961.5	961.5	961.5	0	0	0	0	0	0	0	0	0	0	961.5	961.5	0	0	0	961.5	0	0	0	0	0	0	0	0	1923.1	0	961.5	0	0	961.5	1923.1	0	0	961.5	0	0	961.5	0	1923.1	0	961.5	1923.1	0	0	0	0	0	1923.1	2884.6	0	0	0	1923.1	0	961.5	1923.1	0	1923.1	0	1923.1	961.5	1923.1	961.5	1923.1	961.5	0	961.5	4807.7	961.5	0	0	1923.1	961.5	0	0	1923.1	0	0	961.5	2884.6	961.5	0	1923.1	1923.1	0	1923.1	961.5	1923.1	1923.1	1923.1	1923.1	1923.1	1923.1	1923.1	3846.2	0	0	2884.6	1923.1	1923.1	0	1923.1	1923.1	2884.6	1923.1	2884.6	1923.1	1923.1	2884.6	1923.1	0	2884.6	961.5	0	3846.2	0	961.5	961.5	0	1923.1	1923.1	0	4807.7	2884.6	1923.1	1923.1	0	961.5	1923.1	1923.1	3846.2	1923.1	0	961.5	961.5	0	0	961.5	961.5	961.5	961.5	1923.1	0	1923.1	961.5	1923.1	3846.2	6730.8	961.5	961.5	1923.1	0	0	0	2884.6	1923.1	961.5	1923.1	1923.1	1923.1	0	3846.2	3846.2	961.5	3846.2	1923.1	4807.7	0	0	1923.1	0	1923.1	961.5	961.5	2884.6	1923.1
941.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2884.6	0	0	0	0	0	0	0	0	0	0	0	961.5	0	0	0	961.5	0	0	961.5	0	0	0	0	1923.1	961.5	961.5	0	0	0	0	0	0	0	0	0	0	0	961.5	0	961.5	0	961.5	0	0	0	0	0	0	0	961.5	1923.1	0	961.5	0	0	961.5	1923.1	0	0	961.5	961.5	961.5	0	0	961.5	961.5	961.5	961.5	0	0	0	0	0	1923.1	961.5	0	0	0	961.5	961.5	961.5	961.5	961.5	2884.6	0	961.5	961.5	2884.6	961.5	1923.1	0	0	961.5	3846.2	0	961.5	0	1923.1	961.5	0	0	961.5	961.5	0	961.5	2884.6	1923.1	961.5	961.5	961.5	961.5	1923.1	961.5	961.5	1923.1	1923.1	961.5	2884.6	1923.1	1923.1	3846.2	961.5	0	2884.6	1923.1	1923.1	0	2884.6	1923.1	1923.1	0	3846.2	3846.2	1923.1	2884.6	1923.1	0	1923.1	961.5	0	3846.2	0	961.5	961.5	0	0	0	0	4807.7	3846.2	961.5	1923.1	0	1923.1	1923.1	961.5	1923.1	1923.1	0	0	0	961.5	1923.1	961.5	961.5	1923.1	1923.1	2884.6	0	2884.6	961.5	961.5	3846.2	3846.2	0	1923.1	1923.1	961.5	1923.1	961.5	961.5	961.5	1923.1	1923.1	3846.2	1923.1	0	2884.6	2884.6	961.5	961.5	2884.6	3846.2	0	0	1923.1	0	1923.1	0	2884.6	2884.6	1923.1
941.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1923.1	0	0	0	0	0	0	0	0	0	0	0	961.5	0	0	0	961.5	0	0	961.5	0	0	0	961.5	961.5	961.5	0	0	0	0	0	0	961.5	0	961.5	0	0	0	961.5	0	961.5	0	961.5	961.5	0	1923.1	0	0	0	0	961.5	961.5	0	0	0	0	961.5	1923.1	0	961.5	0	961.5	961.5	961.5	0	0	961.5	961.5	0	0	0	0	0	961.5	961.5	961.5	0	0	961.5	0	961.5	961.5	961.5	961.5	2884.6	0	961.5	961.5	1923.1	961.5	961.5	0	961.5	961.5	2884.6	0	961.5	961.5	961.5	961.5	1923.1	961.5	961.5	2884.6	0	0	1923.1	1923.1	1923.1	0	961.5	0	1923.1	0	0	1923.1	1923.1	0	1923.1	1923.1	961.5	1923.1	2884.6	0	2884.6	1923.1	1923.1	0	1923.1	961.5	0	0	5769.2	4807.7	1923.1	2884.6	961.5	961.5	961.5	1923.1	0	1923.1	961.5	1923.1	0	0	0	0	0	3846.2	3846.2	961.5	1923.1	0	961.5	961.5	0	0	1923.1	0	961.5	0	961.5	2884.6	961.5	961.5	1923.1	1923.1	2884.6	0	1923.1	961.5	961.5	1923.1	961.5	0	1923.1	961.5	961.5	4807.7	1923.1	961.5	961.5	1923.1	961.5	4807.7	1923.1	0	2884.6	1923.1	1923.1	0	2884.6	1923.1	961.5	2884.6	2884.6	0	1923.1	0	4807.7	961.5	961.5
941.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	961.5	0	0	0	1923.1	0	0	0	0	0	0	0	0	0	0	0	961.5	0	0	0	961.5	0	0	961.5	0	0	0	961.5	961.5	961.5	0	961.5	0	0	0	0	961.5	0	1923.1	0	961.5	0	0	0	961.5	0	961.5	961.5	0	1923.1	0	0	0	0	0	961.5	0	0	0	0	0	1923.1	0	961.5	0	1923.1	1923.1	961.5	0	0	961.5	961.5	0	0	961.5	0	0	961.5	961.5	961.5	0	0	961.5	0	961.5	961.5	0	961.5	2884.6	0	0	1923.1	1923.1	1923.1	0	0	961.5	0	1923.1	961.5	1923.1	1923.1	961.5	961.5	2884.6	961.5	0	2884.6	0	0	0	1923.1	1923.1	0	961.5	0	961.5	0	0	2884.6	961.5	0	961.5	1923.1	961.5	961.5	3846.2	0	1923.1	1923.1	1923.1	0	1923.1	0	0	0	5769.2	2884.6	2884.6	961.5	961.5	1923.1	0	1923.1	0	961.5	961.5	961.5	0	961.5	0	0	0	3846.2	3846.2	0	1923.1	961.5	0	0	0	0	1923.1	0	1923.1	0	1923.1	2884.6	961.5	1923.1	961.5	1923.1	961.5	1923.1	1923.1	0	0	961.5	0	0	2884.6	0	961.5	4807.7	1923.1	0	0	2884.6	961.5	4807.7	1923.1	961.5	3846.2	0	961.5	0	2884.6	961.5	2884.6	4807.7	4807.7	961.5	961.5	0	4807.7	0	0
941.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	961.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	961.5	0	0	0	0	0	0	0	0	0	0	961.5	961.5	961.5	0	1923.1	0	0	0	961.5	961.5	0	1923.1	0	1923.1	0	0	0	961.5	961.5	961.5	961.5	0	1923.1	0	0	0	0	0	0	0	0	0	961.5	0	961.5	0	961.5	0	961.5	1923.1	961.5	0	0	961.5	0	0	0	961.5	0	0	0	0	1923.1	0	961.5	0	0	1923.1	961.5	0	961.5	1923.1	0	0	1923.1	1923.1	2884.6	0	0	961.5	0	0	961.5	1923.1	1923.1	961.5	1923.1	2884.6	961.5	0	2884.6	961.5	0	0	961.5	1923.1	0	961.5	0	961.5	0	0	1923.1	961.5	0	0	1923.1	961.5	0	3846.2	0	961.5	0	1923.1	0	961.5	0	0	961.5	3846.2	1923.1	2884.6	0	0	1923.1	0	1923.1	1923.1	0	1923.1	961.5	961.5	1923.1	961.5	961.5	0	2884.6	2884.6	0	1923.1	961.5	961.5	1923.1	0	0	1923.1	0	2884.6	961.5	1923.1	1923.1	961.5	2884.6	0	1923.1	0	961.5	961.5	0	0	0	0	0	2884.6	0	1923.1	5769.2	1923.1	0	0	961.5	961.5	2884.6	1923.1	961.5	2884.6	0	961.5	0	961.5	0	4807.7	5769.2	5769.2	961.5	961.5	0	3846.2	961.5	0
941.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	961.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	961.5	0	0	2884.6	0	0	0	961.5	961.5	0	1923.1	0	1923.1	0	0	0	961.5	961.5	0	961.5	0	1923.1	0	0	0	0	0	0	0	0	0	1923.1	0	0	0	0	0	961.5	1923.1	961.5	0	0	1923.1	0	961.5	0	1923.1	0	0	0	0	1923.1	0	961.5	0	0	1923.1	0	0	0	961.5	0	0	1923.1	961.5	2884.6	0	0	961.5	0	0	1923.1	961.5	961.5	961.5	1923.1	2884.6	961.5	0	1923.1	1923.1	0	0	961.5	961.5	961.5	0	0	1923.1	0	961.5	1923.1	961.5	0	0	961.5	961.5	0	2884.6	0	1923.1	0	1923.1	0	0	0	0	1923.1	961.5	1923.1	2884.6	0	0	2884.6	0	1923.1	2884.6	0	961.5	0	961.5	2884.6	1923.1	2884.6	0	1923.1	961.5	1923.1	1923.1	961.5	961.5	3846.2	961.5	0	1923.1	0	3846.2	2884.6	961.5	961.5	0	2884.6	0	1923.1	0	1923.1	0	961.5	0	0	0	0	1923.1	961.5	2884.6	4807.7	1923.1	961.5	0	0	1923.1	1923.1	961.5	1923.1	961.5	0	1923.1	0	0	0	6730.8	5769.2	6730.8	1923.1	1923.1	1923.1	2884.6	2884.6	0
941.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	961.5	0	0	0	0	0	0	0	0	0	0	0	961.5	961.5	0	0	0	0	0	0	0	0	0	0	0	961.5	0	0	0	0	0	0	0	0	0	0	961.5	0	0	0	0	0	0	2884.6	0	0	0	0	0	0	961.5	0	961.5	0	961.5	0	961.5	961.5	0	961.5	0	961.5	961.5	0	961.5	0	961.5	0	0	0	0	2884.6	0	0	0	0	961.5	0	961.5	1923.1	0	0	1923.1	0	0	0	1923.1	0	0	0	0	1923.1	961.5	1923.1	0	0	1923.1	0	0	0	961.5	0	0	1923.1	961.5	1923.1	0	961.5	0	0	0	1923.1	961.5	961.5	0	2884.6	2884.6	0	0	1923.1	2884.6	961.5	0	0	0	1923.1	0	0	1923.1	961.5	961.5	961.5	1923.1	961.5	0	961.5	961.5	0	2884.6	0	961.5	961.5	961.5	961.5	0	961.5	961.5	961.5	0	1923.1	1923.1	0	961.5	1923.1	0	3846.2	2884.6	0	0	0	1923.1	2884.6	2884.6	3846.2	0	1923.1	0	2884.6	1923.1	961.5	961.5	3846.2	1923.1	0	961.5	0	4807.7	4807.7	0	0	0	3846.2	961.5	961.5	961.5	2884.6	961.5	961.5	0	0	961.5	961.5	961.5	961.5	2884.6	1923.1	961.5	1923.1	961.5	0	2884.6	1923.1	961.5	1923.1	961.5	961.5	2884.6	0	0	0	4807.7	3846.2	5769.2	2884.6	1923.1	3846.2	1923.1	2884.6	961.5
942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1923.1	0	0	0	0	0	0	961.5	0	0	0	0	0	961.5	0	0	0	0	0	0	0	0	0	0	0	961.5	0	0	0	0	0	0	0	0	0	0	961.5	0	0	0	961.5	0	0	1923.1	0	961.5	0	0	0	0	0	0	961.5	0	961.5	961.5	961.5	961.5	0	961.5	0	961.5	1923.1	0	0	961.5	1923.1	0	0	0	961.5	1923.1	0	0	0	0	1923.1	0	0	1923.1	0	0	961.5	0	0	0	961.5	0	0	1923.1	0	0	1923.1	1923.1	0	961.5	961.5	0	0	0	961.5	961.5	0	1923.1	1923.1	0	0	2884.6	0	0	0	1923.1	0	0	0	1923.1	1923.1	0	0	0	3846.2	1923.1	0	0	0	1923.1	961.5	961.5	961.5	961.5	961.5	961.5	2884.6	1923.1	961.5	1923.1	1923.1	1923.1	2884.6	961.5	1923.1	961.5	0	1923.1	0	961.5	1923.1	961.5	0	2884.6	961.5	0	1923.1	961.5	961.5	3846.2	2884.6	961.5	961.5	0	2884.6	2884.6	2884.6	4807.7	961.5	961.5	0	1923.1	961.5	961.5	961.5	3846.2	1923.1	0	0	961.5	1923.1	3846.2	0	0	0	2884.6	1923.1	1923.1	2884.6	2884.6	0	2884.6	961.5	961.5	961.5	2884.6	0	961.5	2884.6	0	961.5	1923.1	961.5	0	2884.6	1923.1	2884.6	1923.1	961.5	1923.1	4807.7	0	961.5	961.5	3846.2	1923.1	4807.7	3846.2	1923.1	4807.7	2884.6	1923.1	1923.1
942.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1923.1	0	961.5	0	0	0	0	961.5	0	0	0	0	0	961.5	0	0	0	0	0	0	0	0	0	961.5	0	961.5	0	0	0	0	0	0	0	0	0	961.5	961.5	0	0	0	0	0	0	961.5	0	1923.1	0	0	0	0	0	0	0	0	1923.1	961.5	0	0	0	0	961.5	961.5	1923.1	0	0	961.5	2884.6	0	0	0	0	961.5	961.5	0	961.5	0	1923.1	0	0	1923.1	0	961.5	961.5	0	0	0	0	1923.1	0	2884.6	0	0	2884.6	1923.1	0	1923.1	0	961.5	0	961.5	0	1923.1	0	961.5	1923.1	0	961.5	3846.2	1923.1	0	961.5	961.5	0	0	961.5	1923.1	961.5	961.5	0	0	3846.2	1923.1	961.5	0	0	1923.1	961.5	1923.1	0	1923.1	0	1923.1	1923.1	2884.6	961.5	961.5	1923.1	2884.6	961.5	1923.1	1923.1	961.5	0	2884.6	0	0	1923.1	961.5	1923.1	2884.6	0	0	1923.1	1923.1	1923.1	2884.6	2884.6	1923.1	1923.1	0	2884.6	2884.6	2884.6	2884.6	961.5	0	0	1923.1	0	1923.1	0	1923.1	2884.6	0	961.5	1923.1	0	2884.6	961.5	0	961.5	1923.1	1923.1	1923.1	4807.7	1923.1	0	3846.2	2884.6	2884.6	1923.1	2884.6	0	961.5	1923.1	0	961.5	1923.1	961.5	0	2884.6	1923.1	4807.7	1923.1	961.5	2884.6	4807.7	0	961.5	961.5	2884.6	961.5	1923.1	4807.7	961.5	3846.2	2884.6	1923.1	1923.1
